cargo_category,cargo_type,vessel_type,min_dwt,max_dwt,draft,loa,beam
Dry Bulk,Steel Products,Supramax,44146,55513,10.7,192.3,32.8
Dry Bulk,Coal,Capesize,153030,180745,15.7,294.4,44.3
Dry Bulk,Cement,Supramax,50397,54974,10.5,184.2,32.6
Liquid Bulk,Petroleum Products,Suezmax,152230,165940,16.0,283.0,50.3
Liquid Bulk,Crude Oil,MR Tanker,26293,48287,10.7,195.5,30.2
Liquid Bulk,Crude Oil,Suezmax,164280,179097,15.5,268.6,47.3
Dry Bulk,Salt,Supramax,50907,51407,10.3,204.7,33.5
Liquid Bulk,Diesel,Suezmax,168980,186412,15.6,271.0,47.1
Liquid Bulk,Crude Oil,Aframax,100669,125301,15.2,250.7,42.4
Dry Bulk,Salt,Handysize,23018,36628,7.5,191.4,31.0
Liquid Bulk,Vegetable Oil,Aframax,111560,112060,13.7,240.7,40.4
Dry Bulk,Bauxite,Panamax,92056,95624,12.4,226.0,34.5
Liquid Bulk,Petroleum Products,MR Tanker,40297,45598,11.2,193.1,31.6
Dry Bulk,Fertilizer,Capesize,130677,170297,16.2,292.4,43.3
Dry Bulk,Iron Ore,Handysize,15919,32343,8.4,180.4,30.8
Bulk Gases,LPG,LPG Carrier,45012,51152,9.6,182.4,30.9
Dry Bulk,Iron Ore,Handysize,13039,35370,7.4,181.4,29.1
Dry Bulk,Salt,Panamax,78524,82701,13.0,230.3,33.6
Liquid Bulk,Vegetable Oil,Suezmax,170227,170727,15.2,283.5,47.4
Liquid Bulk,Vegetable Oil,LR1 Tanker,59329,79533,12.4,238.0,35.1
Liquid Bulk,Vegetable Oil,LR1 Tanker,53969,75952,12.1,221.7,32.9
Dry Bulk,Coal,Handysize,14689,29534,7.6,180.7,31.4
Liquid Bulk,Vegetable Oil,Suezmax,123648,147871,17.4,273.7,48.3
Dry Bulk,Grain,Capesize,116200,187277,16.6,275.1,46.0
Liquid Bulk,Fuel Oil,LR1 Tanker,66634,67134,12.7,228.1,35.5
Dry Bulk,Cement,Capesize,168519,191454,15.9,285.1,45.1
Dry Bulk,Grain,Supramax,46649,48945,10.8,198.7,32.3
Liquid Bulk,Vegetable Oil,LR1 Tanker,62960,71690,12.3,237.6,34.4
Liquid Bulk,Petroleum Products,Suezmax,154880,158445,15.5,276.5,48.7
Dry Bulk,Steel Products,Panamax,90991,96967,12.2,230.4,32.1
Liquid Bulk,Crude Oil,Suezmax,181772,191339,15.8,275.2,48.0
Dry Bulk,Bauxite,Handysize,28831,35668,7.5,175.1,32.1
Liquid Bulk,Chemicals,LR1 Tanker,59422,80491,13.3,224.2,34.5
Dry Bulk,Salt,Panamax,75060,84978,12.2,233.8,32.1
Bulk Gases,LNG,LNG Carrier,138767,148723,12.2,285.3,46.6
Bulk Gases,LPG,LNG Carrier,147558,148058,12.3,293.7,45.2
Bulk Gases,LPG,Gas Carrier,4785,30558,8.9,175.5,27.9
Liquid Bulk,Chemicals,LR1 Tanker,62727,69161,12.4,233.0,36.2
Bulk Gases,Propane,Gas Carrier,10481,33011,8.7,176.6,26.0
Dry Bulk,Grain,Capesize,185848,191846,15.8,284.6,43.9
Dry Bulk,Coal,Handysize,10276,29899,7.7,187.4,30.1
Dry Bulk,Iron Ore,Panamax,79440,79940,12.5,230.2,32.6
Dry Bulk,Steel Products,Supramax,47251,58949,10.6,197.9,32.8
Dry Bulk,Steel Products,Panamax,88255,88755,13.5,231.8,32.3
Dry Bulk,Iron Ore,Capesize,128675,183899,16.7,293.0,44.9
Dry Bulk,Grain,Capesize,124600,160749,15.8,290.1,44.6
Dry Bulk,Fertilizer,Capesize,90711,150160,16.4,303.8,45.7
Liquid Bulk,Fuel Oil,MR Tanker,27994,49015,11.1,175.9,32.0
Dry Bulk,Coal,Capesize,174063,174563,15.3,296.0,43.9
Dry Bulk,Cement,Supramax,46113,46613,11.2,206.9,31.5
Liquid Bulk,Chemicals,MR Tanker,38573,50865,11.0,183.0,31.5
Dry Bulk,Coal,Handysize,21941,29343,7.7,171.4,31.7
Liquid Bulk,Fuel Oil,Aframax,112142,112642,14.1,242.6,41.7
Dry Bulk,Clinker,Supramax,55760,56260,10.6,193.8,30.4
Dry Bulk,Steel Products,Supramax,45204,55075,11.3,185.4,32.9
Bulk Gases,Ethylene,Gas Carrier,25266,28969,8.8,173.2,28.4
Dry Bulk,Coal,Supramax,49572,54180,10.8,193.7,33.7
Dry Bulk,Coal,Capesize,225230,225730,16.7,285.0,43.7
Liquid Bulk,Diesel,MR Tanker,30907,48707,10.1,189.8,32.2
Liquid Bulk,Vegetable Oil,LR1 Tanker,62509,66422,12.7,220.5,34.8
Dry Bulk,Grain,Capesize,162393,162893,16.7,285.9,46.0
Liquid Bulk,Diesel,MR Tanker,30582,43980,11.1,177.2,31.3
Dry Bulk,Steel Products,Supramax,47621,48121,10.1,205.3,30.6
Liquid Bulk,Vegetable Oil,LR1 Tanker,65902,74400,13.0,223.0,34.9
Liquid Bulk,Diesel,LR1 Tanker,58781,67417,12.7,225.1,35.8
Bulk Gases,LNG,Gas Carrier,25025,37159,8.1,178.0,26.6
Liquid Bulk,Chemicals,Aframax,80498,118936,14.1,242.9,43.4
Dry Bulk,Iron Ore,Handysize,22357,24716,8.3,180.7,28.5
Bulk Gases,Ammonia,LNG Carrier,89016,112091,11.5,286.8,45.6
Dry Bulk,Cement,Panamax,83026,94667,13.2,240.4,32.9
Liquid Bulk,Petroleum Products,Aframax,108864,117834,14.2,237.2,40.2
Liquid Bulk,Petroleum Products,LR1 Tanker,56926,73429,12.7,231.9,35.0
Liquid Bulk,Crude Oil,Suezmax,136034,136534,15.5,284.4,48.3
Liquid Bulk,Vegetable Oil,MR Tanker,31569,45980,10.4,189.0,33.3
Liquid Bulk,Diesel,Aframax,108476,108976,14.9,242.2,43.4
Bulk Gases,Ammonia,LNG Carrier,117357,117857,11.8,287.5,45.0
Dry Bulk,Clinker,Handysize,7965,24548,8.2,181.1,29.9
Bulk Gases,Butane,LNG Carrier,122476,122976,12.3,275.6,44.5
Bulk Gases,LNG,LPG Carrier,46492,46992,9.9,179.9,31.7
Dry Bulk,Cement,Capesize,45006,154680,17.5,294.7,45.4
Dry Bulk,Grain,Supramax,49597,54144,10.0,196.9,32.3
Liquid Bulk,Fuel Oil,Aframax,103459,109900,14.4,243.7,41.7
Liquid Bulk,Fuel Oil,MR Tanker,21001,52735,11.0,183.3,33.1
Dry Bulk,Salt,Panamax,79202,91306,13.1,233.6,31.7
Liquid Bulk,Petroleum Products,LR1 Tanker,49731,67921,12.8,230.3,33.5
Dry Bulk,Grain,Supramax,49158,58418,10.5,202.9,31.8
Liquid Bulk,Gasoline,MR Tanker,42806,56324,10.7,174.7,33.1
Dry Bulk,Grain,Capesize,145969,161234,15.8,289.8,45.6
Dry Bulk,Clinker,Capesize,160354,185233,16.8,290.0,44.8
Liquid Bulk,Petroleum Products,Aframax,103911,122403,14.2,233.1,41.5
Dry Bulk,Coal,Supramax,50748,54503,10.8,196.2,32.1
Dry Bulk,Grain,Supramax,53513,54013,10.2,213.1,32.1
Dry Bulk,Clinker,Supramax,52216,60059,9.9,191.0,32.4
Dry Bulk,Steel Products,Handysize,17942,35322,7.9,182.4,30.2
Liquid Bulk,Vegetable Oil,Suezmax,176508,202248,16.8,275.8,47.1
Bulk Gases,Butane,Gas Carrier,22184,36093,9.5,179.1,27.8
Liquid Bulk,Gasoline,MR Tanker,42922,51773,11.6,178.1,32.8
Bulk Gases,Ammonia,Gas Carrier,14625,43102,9.4,170.8,26.1
Dry Bulk,Coal,Handysize,19990,44316,7.9,181.0,31.9
Dry Bulk,Bauxite,Handysize,38209,38709,7.4,176.8,29.5
Liquid Bulk,Chemicals,Suezmax,162133,186585,17.2,269.7,46.4
Bulk Gases,Ethylene,Gas Carrier,18775,19275,8.4,158.8,29.3
Dry Bulk,Iron Ore,Panamax,64517,68472,12.1,232.2,31.8
Dry Bulk,Clinker,Panamax,72381,82656,11.9,222.6,31.8
Bulk Gases,Propane,Gas Carrier,28247,28747,9.8,173.6,26.0
Liquid Bulk,Crude Oil,LR1 Tanker,72517,75483,13.6,221.2,35.5
Dry Bulk,Cement,Capesize,171263,171763,16.9,283.3,45.4
Dry Bulk,Cement,Capesize,142635,174306,15.6,284.1,45.4
Dry Bulk,Clinker,Capesize,163656,164156,15.9,291.9,44.7
Dry Bulk,Salt,Capesize,157021,199681,15.3,288.9,46.4
Dry Bulk,Steel Products,Handysize,22059,26000,7.0,181.0,29.9
Bulk Gases,Ammonia,LPG Carrier,62122,62622,10.1,187.3,30.0
Dry Bulk,Cement,Panamax,86641,101618,13.5,236.2,33.2
Dry Bulk,Fertilizer,Panamax,100643,101143,12.0,244.2,31.2
Dry Bulk,Coal,Capesize,227551,228051,15.5,296.2,43.1
Liquid Bulk,Gasoline,LR1 Tanker,82229,82729,13.6,214.1,36.8
Liquid Bulk,Crude Oil,Suezmax,194602,195102,16.6,277.0,46.6
Dry Bulk,Salt,Supramax,47375,54941,9.7,204.7,33.3
Dry Bulk,Coal,Capesize,173989,219702,16.2,289.9,44.3
Dry Bulk,Steel Products,Supramax,48552,49052,11.4,202.0,33.1
Liquid Bulk,Fuel Oil,Aframax,103769,113361,14.0,225.4,44.8
Dry Bulk,Salt,Handysize,25174,30470,7.6,175.6,30.2
Liquid Bulk,Crude Oil,MR Tanker,37722,46272,10.8,191.3,32.5
Liquid Bulk,Chemicals,Suezmax,152779,185358,15.4,281.4,49.9
Dry Bulk,Iron Ore,Supramax,50084,54474,10.2,202.9,31.4
Dry Bulk,Clinker,Supramax,49065,58999,10.2,197.8,31.4
Liquid Bulk,Chemicals,Suezmax,155881,175301,16.5,278.6,47.1
Dry Bulk,Bauxite,Supramax,46555,60487,10.1,192.8,31.2
Liquid Bulk,Crude Oil,MR Tanker,39472,46391,10.8,183.9,30.2
Liquid Bulk,Diesel,Aframax,89103,115077,13.5,242.4,43.6
Liquid Bulk,Diesel,MR Tanker,34633,42469,10.7,181.8,32.0
Dry Bulk,Grain,Handysize,19458,19958,7.8,188.6,30.8
Dry Bulk,Bauxite,Panamax,84971,95895,13.0,228.6,31.5
Bulk Gases,LNG,LPG Carrier,38695,58828,10.7,182.4,30.4
Liquid Bulk,Chemicals,MR Tanker,27872,56331,10.6,169.6,31.9
Liquid Bulk,Gasoline,LR1 Tanker,63296,71431,12.8,221.9,34.6
Dry Bulk,Steel Products,Capesize,148487,174279,17.2,288.4,44.0
Bulk Gases,Propane,LNG Carrier,155933,156698,12.3,289.6,46.3
Liquid Bulk,Petroleum Products,MR Tanker,45102,55436,11.0,166.6,30.5
Liquid Bulk,Vegetable Oil,Suezmax,170143,170643,15.5,280.0,47.3
Dry Bulk,Fertilizer,Panamax,75779,87607,13.4,238.2,34.5
Dry Bulk,Salt,Handysize,31881,42392,7.4,169.9,30.8
Liquid Bulk,Crude Oil,MR Tanker,36909,56379,10.7,179.7,31.4
Liquid Bulk,Chemicals,MR Tanker,38760,48606,10.7,192.4,30.9
Liquid Bulk,Vegetable Oil,LR1 Tanker,70128,76252,12.9,234.5,34.4
Bulk Gases,LPG,LNG Carrier,74126,156558,11.8,296.2,46.2
Dry Bulk,Salt,Capesize,167995,197670,16.7,302.6,45.1
Dry Bulk,Steel Products,Supramax,51468,53810,10.3,199.6,33.3
Liquid Bulk,Gasoline,MR Tanker,39200,53088,10.4,168.9,31.7
Liquid Bulk,Gasoline,Aframax,97261,116524,14.4,255.8,42.1
Liquid Bulk,Vegetable Oil,MR Tanker,35042,50223,10.0,183.4,32.1
Dry Bulk,Grain,Supramax,49344,54077,10.9,188.9,33.5
Liquid Bulk,Diesel,Suezmax,160962,190514,16.5,274.9,49.0
Dry Bulk,Fertilizer,Panamax,87825,94285,12.4,237.8,32.4
Dry Bulk,Fertilizer,Handysize,37953,38453,7.2,173.1,30.9
Dry Bulk,Cement,Supramax,54012,54512,10.4,189.2,32.9
Liquid Bulk,Diesel,MR Tanker,39180,43666,9.2,172.8,33.5
Liquid Bulk,Vegetable Oil,MR Tanker,44922,57542,10.6,175.8,32.8
Dry Bulk,Cement,Supramax,47840,63094,11.1,198.8,31.5
Bulk Gases,Ethylene,LNG Carrier,175355,175855,11.6,294.5,47.6
Liquid Bulk,Diesel,LR1 Tanker,71451,71951,12.8,231.4,36.1
Dry Bulk,Salt,Panamax,66494,86570,12.8,230.0,31.7
Liquid Bulk,Vegetable Oil,Aframax,93096,106976,13.9,238.1,41.0
Dry Bulk,Cement,Supramax,53995,54495,11.0,196.2,31.3
Bulk Gases,Ethylene,LPG Carrier,55585,57588,10.1,185.3,30.3
Dry Bulk,Grain,Panamax,70433,89585,12.7,234.0,34.1
Bulk Gases,LNG,LNG Carrier,141124,168444,11.8,307.9,45.1
Dry Bulk,Cement,Supramax,47474,52568,10.6,191.0,30.2
Bulk Gases,LPG,LPG Carrier,54181,54681,8.9,178.6,30.1
Dry Bulk,Cement,Capesize,103921,195347,16.3,282.4,45.2
Bulk Gases,LPG,Gas Carrier,37125,37625,8.9,161.0,30.1
Liquid Bulk,Petroleum Products,Suezmax,147874,168278,16.5,281.2,46.4
Dry Bulk,Clinker,Capesize,138914,162370,16.9,282.0,45.0
Dry Bulk,Fertilizer,Supramax,39038,57212,10.9,192.3,33.3
Liquid Bulk,Gasoline,MR Tanker,39870,42492,11.0,177.7,33.3
Dry Bulk,Steel Products,Panamax,94248,94748,12.1,229.9,32.8
Dry Bulk,Salt,Panamax,72758,92360,13.0,236.2,32.2
Dry Bulk,Steel Products,Supramax,40507,54101,10.5,199.7,29.2
Liquid Bulk,Diesel,Suezmax,142572,172626,16.3,290.3,48.8
Liquid Bulk,Gasoline,Aframax,87180,104558,14.1,239.7,41.8
Dry Bulk,Steel Products,Capesize,121584,173661,16.1,293.4,44.3
Liquid Bulk,Gasoline,MR Tanker,34300,47577,11.1,178.4,33.0
Dry Bulk,Iron Ore,Handysize,26420,26920,8.3,179.3,29.1
Dry Bulk,Clinker,Capesize,172063,174796,16.4,290.2,45.4
Liquid Bulk,Gasoline,Aframax,116791,117291,14.5,250.3,41.2
Dry Bulk,Iron Ore,Handysize,25443,27036,8.6,187.0,31.7
Liquid Bulk,Gasoline,Suezmax,143660,192463,16.2,275.4,49.9
Bulk Gases,Butane,LPG Carrier,22366,41140,9.8,178.5,27.7
Dry Bulk,Fertilizer,Capesize,136903,186858,15.9,287.2,46.0
Liquid Bulk,Petroleum Products,Suezmax,125404,134532,15.3,288.0,47.7
Dry Bulk,Cement,Panamax,91763,98138,11.9,234.2,33.2
Liquid Bulk,Petroleum Products,MR Tanker,29991,40990,10.9,172.4,32.5
Liquid Bulk,Petroleum Products,Suezmax,171214,191875,16.5,286.1,46.8
Liquid Bulk,Gasoline,LR1 Tanker,75517,76017,12.3,235.3,36.0
Dry Bulk,Iron Ore,Supramax,39062,58677,10.7,198.8,31.6
Dry Bulk,Steel Products,Capesize,185690,204499,16.5,281.4,43.6
Liquid Bulk,Fuel Oil,Suezmax,127828,191668,15.9,278.4,47.1
Liquid Bulk,Crude Oil,MR Tanker,47993,48493,10.8,182.6,32.5
Dry Bulk,Salt,Supramax,52163,61375,11.1,194.3,32.1
Liquid Bulk,Vegetable Oil,MR Tanker,36556,45948,9.7,184.3,33.2
Dry Bulk,Steel Products,Panamax,80949,93089,13.3,224.0,31.5
Liquid Bulk,Vegetable Oil,LR1 Tanker,62546,78179,13.2,233.1,36.0
Bulk Gases,Ethylene,LNG Carrier,115277,156411,12.3,293.4,47.4
Bulk Gases,Propane,Gas Carrier,38661,39161,9.5,175.6,29.0
Dry Bulk,Grain,Capesize,200139,200639,16.2,281.6,45.9
Dry Bulk,Coal,Supramax,45470,50058,10.6,197.5,29.3
Liquid Bulk,Crude Oil,MR Tanker,54399,54899,10.8,175.2,31.4
Dry Bulk,Bauxite,Capesize,152472,168129,16.1,283.0,45.5
Liquid Bulk,Vegetable Oil,LR1 Tanker,67531,73031,13.0,238.9,33.6
Dry Bulk,Clinker,Supramax,55233,62148,11.0,194.8,34.4
Dry Bulk,Fertilizer,Panamax,97691,98191,12.5,232.9,31.2
Dry Bulk,Clinker,Capesize,157244,169998,15.7,288.8,44.2
Dry Bulk,Salt,Capesize,87948,175685,16.0,294.0,43.7
Bulk Gases,Ethylene,LNG Carrier,144081,204936,11.7,294.4,46.9
Bulk Gases,Propane,LNG Carrier,139246,156306,12.0,287.5,47.0
Liquid Bulk,Chemicals,Suezmax,166724,172536,16.5,272.0,46.6
Dry Bulk,Bauxite,Panamax,72372,101168,12.1,228.0,32.3
Dry Bulk,Cement,Panamax,87483,87983,13.1,225.1,33.6
Liquid Bulk,Crude Oil,Suezmax,177068,195474,16.3,265.9,48.1
Bulk Gases,LNG,LPG Carrier,43925,44425,9.4,181.2,30.2
Dry Bulk,Fertilizer,Panamax,92643,93143,12.9,235.9,30.4
Bulk Gases,Ammonia,LPG Carrier,20908,53410,10.5,175.6,28.8
Dry Bulk,Coal,Capesize,214387,214887,16.0,285.7,44.8
Dry Bulk,Steel Products,Supramax,46339,60654,11.8,192.9,33.1
Bulk Gases,LNG,LNG Carrier,165195,165695,12.0,282.3,45.7
Liquid Bulk,Gasoline,LR1 Tanker,56099,66646,12.2,231.5,36.2
Liquid Bulk,Gasoline,Suezmax,144945,165987,16.1,275.1,47.5
Bulk Gases,LPG,Gas Carrier,15593,29276,9.4,168.9,26.5
Liquid Bulk,Vegetable Oil,Suezmax,218593,219093,16.5,274.4,47.4
Dry Bulk,Clinker,Panamax,85251,104326,12.0,223.2,33.8
Bulk Gases,LNG,LNG Carrier,176554,177054,12.9,287.2,44.8
Bulk Gases,Ammonia,LNG Carrier,107748,174008,11.7,300.3,46.6
Dry Bulk,Fertilizer,Capesize,145525,223315,16.0,284.0,44.4
Dry Bulk,Salt,Supramax,52264,53624,10.1,202.7,33.0
Dry Bulk,Coal,Capesize,169392,177974,15.7,284.0,44.7
Liquid Bulk,Diesel,Suezmax,131727,164814,16.2,264.9,46.4
Liquid Bulk,Chemicals,Aframax,88098,99125,13.8,251.5,43.2
Dry Bulk,Coal,Handysize,22694,35437,8.5,177.6,29.4
Liquid Bulk,Chemicals,MR Tanker,44476,45894,10.1,181.9,32.4
Liquid Bulk,Petroleum Products,MR Tanker,39287,40481,10.8,170.7,30.8
Bulk Gases,LNG,LPG Carrier,53311,53811,8.7,183.9,29.4
Dry Bulk,Clinker,Panamax,71884,101417,13.1,230.5,32.5
Dry Bulk,Grain,Capesize,167253,167753,15.9,288.3,46.1
Dry Bulk,Grain,Supramax,57448,59983,11.0,199.2,32.2
Dry Bulk,Iron Ore,Handysize,25289,32680,7.1,175.9,29.9
Dry Bulk,Clinker,Panamax,82152,87301,13.5,223.9,32.7
Dry Bulk,Steel Products,Handysize,22521,35396,7.6,179.1,30.8
Dry Bulk,Steel Products,Capesize,125158,154915,16.7,291.0,46.1
Dry Bulk,Salt,Capesize,141675,147510,16.4,279.7,43.1
Bulk Gases,LPG,LNG Carrier,117152,151674,12.0,285.5,45.6
Dry Bulk,Grain,Handysize,49119,49619,7.5,190.3,28.9
Dry Bulk,Coal,Handysize,21214,32059,7.5,188.2,31.5
Dry Bulk,Grain,Panamax,85231,103341,12.5,239.5,32.8
Liquid Bulk,Petroleum Products,Aframax,94457,115171,13.7,232.9,40.1
Dry Bulk,Grain,Handysize,17812,43467,6.6,177.9,30.2
Bulk Gases,Ammonia,LNG Carrier,105690,128828,11.6,299.2,45.3
Dry Bulk,Fertilizer,Panamax,67220,86686,12.9,222.0,32.7
Liquid Bulk,Diesel,MR Tanker,33421,48495,11.0,174.2,31.4
Liquid Bulk,Crude Oil,MR Tanker,32067,40790,10.9,184.3,29.8
Dry Bulk,Grain,Supramax,41014,60141,10.0,204.7,30.6
Dry Bulk,Cement,Panamax,61888,94422,13.5,240.0,31.9
Dry Bulk,Grain,Capesize,134182,182806,15.4,291.4,45.1
Dry Bulk,Iron Ore,Supramax,53242,56137,10.5,200.0,31.7
Liquid Bulk,Vegetable Oil,Suezmax,174641,175141,16.7,271.6,48.6
Dry Bulk,Steel Products,Capesize,170196,180001,16.6,287.5,45.3
Dry Bulk,Steel Products,Supramax,40993,51117,10.5,184.3,32.0
Dry Bulk,Grain,Panamax,99947,100447,12.5,223.9,33.4
Dry Bulk,Coal,Handysize,21484,31704,7.5,177.6,29.2
Liquid Bulk,Diesel,LR1 Tanker,64879,67652,11.9,217.4,35.0
Dry Bulk,Grain,Panamax,73386,73886,13.0,226.9,32.9
Liquid Bulk,Vegetable Oil,Suezmax,143645,176186,15.8,271.5,48.1
Dry Bulk,Grain,Capesize,146676,186283,15.6,283.3,45.9
Bulk Gases,Ethylene,LPG Carrier,54357,54857,10.5,173.3,29.0
Dry Bulk,Steel Products,Panamax,85466,85966,12.4,227.4,31.1
Bulk Gases,Ethylene,Gas Carrier,15077,24715,9.9,163.9,27.6
Dry Bulk,Cement,Panamax,85509,91692,12.6,233.2,31.5
Dry Bulk,Coal,Handysize,14376,37880,7.8,165.0,31.3
Liquid Bulk,Chemicals,MR Tanker,37403,47118,11.1,177.0,32.1
Dry Bulk,Grain,Panamax,92396,92896,12.3,242.2,31.9
Bulk Gases,Butane,Gas Carrier,30885,31385,9.4,162.5,29.1
Dry Bulk,Salt,Panamax,73210,92817,11.5,229.3,31.9
Dry Bulk,Fertilizer,Handysize,17860,33165,8.9,173.7,30.3
Liquid Bulk,Petroleum Products,Aframax,98061,119168,14.1,240.8,41.8
Dry Bulk,Grain,Supramax,58289,58789,11.1,192.6,32.9
Liquid Bulk,Chemicals,Aframax,91745,119361,14.1,254.3,41.3
Dry Bulk,Cement,Capesize,115123,154189,16.4,281.2,42.7
Liquid Bulk,Crude Oil,Aframax,98682,115543,14.1,233.2,43.2
Liquid Bulk,Chemicals,LR1 Tanker,69687,72973,13.0,226.4,34.9
Liquid Bulk,Gasoline,Suezmax,180369,182467,16.9,260.1,46.3
Bulk Gases,Butane,LNG Carrier,101867,174908,12.6,287.5,46.1
Dry Bulk,Fertilizer,Supramax,49717,55637,11.2,199.4,31.2
Dry Bulk,Steel Products,Panamax,76062,79134,12.5,224.4,31.0
Bulk Gases,LNG,LPG Carrier,30613,32335,10.6,185.3,31.2
Dry Bulk,Fertilizer,Handysize,21706,36125,7.0,177.0,30.8
Liquid Bulk,Petroleum Products,MR Tanker,44534,48502,10.9,178.9,33.3
Dry Bulk,Fertilizer,Panamax,71338,92435,13.4,224.1,32.3
Liquid Bulk,Vegetable Oil,MR Tanker,39519,54126,10.2,186.0,33.4
Bulk Gases,Ethylene,LNG Carrier,165649,166149,12.0,294.1,46.1
Liquid Bulk,Chemicals,Aframax,97991,110400,13.0,248.2,41.6
Dry Bulk,Salt,Capesize,146545,206790,15.7,290.2,44.8
Dry Bulk,Grain,Supramax,40421,55776,10.9,197.3,33.0
Liquid Bulk,Vegetable Oil,LR1 Tanker,73612,74112,12.6,228.8,36.2
Bulk Gases,LPG,LPG Carrier,47538,60539,9.9,190.7,30.7
Liquid Bulk,Gasoline,MR Tanker,33180,45903,10.9,188.6,31.8
Dry Bulk,Steel Products,Supramax,44490,59064,10.7,198.4,31.2
Dry Bulk,Cement,Supramax,50239,51435,11.2,202.8,30.9
Liquid Bulk,Gasoline,Suezmax,134249,197798,16.4,278.3,49.3
Dry Bulk,Fertilizer,Panamax,70585,89296,13.8,240.2,32.9
Liquid Bulk,Diesel,LR1 Tanker,65008,72449,12.3,226.4,34.3
Dry Bulk,Coal,Supramax,60099,60599,10.9,184.5,31.5
Liquid Bulk,Fuel Oil,LR1 Tanker,63049,66863,12.3,239.3,35.4
Dry Bulk,Salt,Supramax,46722,53741,9.8,191.3,30.9
Bulk Gases,Propane,Gas Carrier,17951,55615,9.0,164.5,27.3
Dry Bulk,Steel Products,Capesize,161327,161827,15.7,299.2,44.9
Dry Bulk,Bauxite,Panamax,78811,97142,12.7,222.1,33.4
Dry Bulk,Fertilizer,Handysize,30942,31442,7.7,186.1,30.6
Dry Bulk,Bauxite,Handysize,32869,38215,8.1,171.0,31.5
Bulk Gases,Ammonia,LPG Carrier,24960,58281,10.0,187.3,30.8
Dry Bulk,Bauxite,Supramax,45731,52462,10.6,204.2,30.8
Dry Bulk,Iron Ore,Handysize,21494,34768,6.7,168.9,31.1
Dry Bulk,Grain,Panamax,55957,77496,13.4,233.2,33.6
Dry Bulk,Grain,Supramax,43488,49278,10.7,203.0,30.9
Dry Bulk,Cement,Panamax,78708,87342,12.8,240.3,32.1
Dry Bulk,Steel Products,Panamax,92672,93172,13.1,236.0,32.7
Dry Bulk,Steel Products,Supramax,48332,62162,10.7,204.7,30.4
Dry Bulk,Coal,Handysize,28461,38208,7.4,189.0,29.4
Liquid Bulk,Gasoline,LR1 Tanker,55440,70556,13.0,222.2,33.8
Dry Bulk,Steel Products,Capesize,181911,182411,16.4,284.4,44.9
Liquid Bulk,Chemicals,Aframax,91426,123208,14.7,244.7,43.6
Dry Bulk,Clinker,Capesize,96896,171580,16.1,275.7,44.3
Bulk Gases,Ammonia,Gas Carrier,34310,34810,9.8,158.9,26.0
Liquid Bulk,Fuel Oil,Suezmax,140482,178443,16.4,275.5,47.1
Liquid Bulk,Diesel,MR Tanker,31233,42417,9.9,180.8,32.6
Bulk Gases,LPG,LPG Carrier,41840,56420,9.8,179.8,28.0
Dry Bulk,Coal,Panamax,86888,94567,12.7,237.5,34.2
Dry Bulk,Steel Products,Handysize,17047,41409,8.2,178.4,29.2
Dry Bulk,Steel Products,Capesize,156439,196766,15.5,281.4,45.2
Liquid Bulk,Fuel Oil,MR Tanker,40300,55044,11.3,188.1,32.4
Bulk Gases,Propane,Gas Carrier,22595,35213,8.7,167.7,27.4
Dry Bulk,Fertilizer,Panamax,76698,97178,13.2,234.4,33.1
Bulk Gases,LNG,LPG Carrier,40055,40555,10.0,183.9,30.2
Dry Bulk,Coal,Supramax,54004,56184,10.5,194.2,31.7
Bulk Gases,Ammonia,LNG Carrier,136855,137355,12.3,274.3,45.0
Liquid Bulk,Gasoline,MR Tanker,26933,42183,10.0,183.0,33.9
Dry Bulk,Iron Ore,Handysize,10286,31623,7.6,179.1,29.6
Liquid Bulk,Fuel Oil,Aframax,85267,88606,14.7,255.5,42.2
Bulk Gases,Ethylene,LNG Carrier,141181,141681,11.9,296.3,45.8
Dry Bulk,Cement,Handysize,20764,43134,7.7,176.3,32.7
Dry Bulk,Cement,Supramax,52735,53235,10.7,185.1,31.1
Dry Bulk,Coal,Supramax,53915,54415,9.9,206.5,34.6
Liquid Bulk,Diesel,Aframax,104242,124428,13.6,247.8,43.8
Dry Bulk,Coal,Supramax,47400,50093,10.4,202.3,31.8
Dry Bulk,Bauxite,Supramax,50165,50665,10.9,204.4,32.5
Bulk Gases,Ethylene,LNG Carrier,119174,136052,12.2,291.9,48.0
Bulk Gases,LNG,Gas Carrier,35017,35517,8.9,164.8,27.2
Liquid Bulk,Crude Oil,Aframax,100893,111193,13.8,234.2,43.3
Dry Bulk,Fertilizer,Supramax,46958,55291,11.2,196.6,32.6
Liquid Bulk,Chemicals,LR1 Tanker,61793,68896,12.5,232.6,35.9
Dry Bulk,Steel Products,Panamax,91400,91900,13.1,224.4,32.8
Bulk Gases,Propane,Gas Carrier,15220,23727,9.8,150.0,28.9
Bulk Gases,Propane,LNG Carrier,141411,159127,12.5,283.6,44.8
Liquid Bulk,Chemicals,Suezmax,176964,179006,16.5,281.7,48.3
Liquid Bulk,Chemicals,LR1 Tanker,64445,70085,13.3,228.0,36.2
Dry Bulk,Coal,Panamax,67597,86377,12.7,229.5,33.4
Bulk Gases,LNG,Gas Carrier,23701,29335,8.4,185.9,26.9
Bulk Gases,Ammonia,LNG Carrier,192647,193147,12.2,276.3,46.1
